Solyc00g017930.1.1	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (AHRD V1 *-*- D0IT46_HELP1); contains Interpro domain(s)  IPR000438  Acetyl-CoA carboxylase carboxyl transferase, beta subunit 
Solyc00g018760.1.1	Unknown Protein (AHRD V1)
Solyc00g018770.1.1	F-box family protein (AHRD V1 *-*- D7L456_ARALY); contains Interpro domain(s)  IPR006527  F-box associated 
Solyc00g018970.1.1	Unknown Protein (AHRD V1)
Solyc00g019610.1.1	Unknown Protein (AHRD V1)
Solyc00g019620.1.1	PDZ domain containing protein (Fragment) (AHRD V1 *--- A8PIU5_BRUMA); contains Interpro domain(s)  IPR001478  PDZ/DHR/GLGF 
Solyc00g019630.1.1	Unknown Protein (AHRD V1)
Solyc00g019730.1.1	Cytochrome c oxidase subunit 3 (AHRD V1 ***- Q5M9V7_TOBAC); contains Interpro domain(s)  IPR000298  Cytochrome c oxidase, subunit III 
Solyc00g019740.1.1	ATPase subunit 8 (AHRD V1 ***- B6VJW7_VITVI); contains Interpro domain(s)  IPR003319  ATPase, F0 complex, subunit 8, mitochondrial, plant 
Solyc00g019750.1.1	Unknown Protein (AHRD V1)
Solyc00g019950.1.1	NADH-quinone oxidoreductase subunit C (AHRD V1 ***- NUOC_MAGSA); contains Interpro domain(s)  IPR001268  NADH:ubiquinone oxidoreductase, 30 kDa subunit 
Solyc00g019960.1.1	Unknown Protein (AHRD V1)
Solyc00g019970.2.1	Unknown Protein (AHRD V1)
Solyc00g019980.2.1	Unknown Protein (AHRD V1)
Solyc00g019990.1.1	Unknown Protein (AHRD V1)
Solyc00g020000.1.1	Unknown Protein (AHRD V1)
Solyc00g020010.1.1	Unknown Protein (AHRD V1)
Solyc00g020020.2.1	Unknown Protein (AHRD V1)
Solyc00g020030.1.1	Unknown Protein (AHRD V1)
Solyc00g020040.1.1	Cytochrome c biogenesis (Fragment) (AHRD V1 ***- A4KXV6_9ROSI); contains Interpro domain(s)  IPR003544  Cytochrome c-type biogenesis protein CcmB 
Solyc00g020440.1.1	Unknown Protein (AHRD V1)
Solyc00g020540.1.1	Aminotransferase-like protein (AHRD V1 *-*- Q6EQM2_ORYSJ); contains Interpro domain(s)  IPR019557  Aminotransferase-like, plant mobile domain 
Solyc00g020840.2.1	Ferric reductase (AHRD V1 ***- B5KGU9_MALXI); contains Interpro domain(s)  IPR013130  Ferric reductase-like transmembrane component, N-terminal 
Solyc00g020940.1.1	Cyclin-L1 (AHRD V1 *-*- D6RKQ3_COPC7); contains Interpro domain(s)  IPR015429  Transcription regulator cyclin 
Solyc00g020950.1.1	Unknown Protein (AHRD V1)
Solyc00g020960.1.1	Unknown Protein (AHRD V1)
Solyc00g020970.1.1	RING finger protein 13 (AHRD V1 *-*- RNF13_CHICK); contains Interpro domain(s)  IPR018957  Zinc finger, C3HC4 RING-type 
Solyc00g020980.1.1	Unknown Protein (AHRD V1)
Solyc00g020990.1.1	ADP-ribosylation factor-like 8B (AHRD V1 *-*- C5IWT9_SHEEP); contains Interpro domain(s)  IPR006689  ARF/SAR superfamily 
Solyc00g021490.1.1	Unknown Protein (AHRD V1)
Solyc00g021500.1.1	DNA alkylation repair enzyme (AHRD V1 ***- D7VV55_9FLAO); contains Interpro domain(s)  IPR014825  DNA alkylation repair enzyme 
Solyc00g021510.1.1	Sodium/hydrogen exchanger (AHRD V1 ***- A6EBA6_9SPHI); contains Interpro domain(s)  IPR006153  Cation/H+ exchanger 
Solyc00g021520.1.1	GTP-binding protein HflX (AHRD V1 ***- D7VV52_9FLAO); contains Interpro domain(s)  IPR016496  GTP-binding protein, HflX 
Solyc00g021530.1.1	Calcineurin-like phosphoesterase (AHRD V1 **-- Q1Z3M3_PHOPR); contains Interpro domain(s)  IPR004843  Metallophosphoesterase 
Solyc00g021630.1.1	NADH-ubiquinone oxidoreductase chain 6 (Fragment) (AHRD V1 ***- Q2PZB4_BRAOB); contains Interpro domain(s)  IPR001457  NADH:ubiquinone/plastoquinone oxidoreductase, chain 6 
Solyc00g021640.2.1	Ribosomal protein S4 (AHRD V1 ***- D5I3A5_CITLA); contains Interpro domain(s)  IPR002942  RNA-binding S4 
Solyc00g021650.1.1	Unknown Protein (AHRD V1)
Solyc00g021660.1.1	Neutral invertase-like protein (Fragment) (AHRD V1 ***- Q75UP5_IPOBA); contains Interpro domain(s)  IPR006937  Plant neutral invertase 
Solyc00g022070.1.1	Unknown Protein (AHRD V1)
Solyc00g022080.1.1	Unknown Protein (AHRD V1)
Solyc00g022090.1.1	Unknown Protein (AHRD V1)
Solyc00g022100.1.1	Ribosomal protein L10 (Fragment) (AHRD V1 ***- D1KY68_SARPR)
Solyc00g022110.2.1	Ribosomal protein L2 (AHRD V1 ***- Q5M9S7_TOBAC); contains Interpro domain(s)  IPR002171  Ribosomal protein L2 
Solyc00g022920.1.1	Phosphoribosylaminoimidazole carboxylase like protein (AHRD V1 ***- Q84TI2_ARATH); contains Interpro domain(s)  IPR013817  Pre-ATP-grasp fold 
Solyc00g023020.1.1	Phosphoribosylaminoimidazole carboxylase ATPase subunit (AHRD V1 ***- A9WGJ1_CHLAA); contains Interpro domain(s)  IPR005875  Phosphoribosylaminoimidazole carboxylase, ATPase subunit 
Solyc00g023030.1.1	CER1-like protein (AHRD V1 ***- O80938_ARATH)
Solyc00g023040.1.1	CER1-like protein (AHRD V1 **-- O80938_ARATH); contains Interpro domain(s)  IPR006694  Fatty acid hydroxylase 
Solyc00g023050.1.1	CER1-like protein (AHRD V1 **-- O80938_ARATH); contains Interpro domain(s)  IPR006694  Fatty acid hydroxylase 
Solyc00g023250.1.1	Short-chain dehydrogenase/reductase family protein (AHRD V1 ***- D7LJU7_ARALY); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase 
Solyc00g023260.1.1	ADP-ribosylation factor GTPase activating protein 1 (AHRD V1 *-*- Q0V8A7_BOVIN); contains Interpro domain(s)  IPR001164  Arf GTPase activating protein 
Solyc00g023270.1.1	Origin recognition complex subunit 2 (AHRD V1 *-*- Q9XFD6_ORYSJ); contains Interpro domain(s)  IPR007220  Origin recognition complex subunit 2 
Solyc00g023470.1.1	Pectinesterase (AHRD V1 **** D8SCR0_SELML); contains Interpro domain(s)  IPR000070  Pectinesterase, catalytic 
Solyc00g023570.1.1	Unknown Protein (AHRD V1)
Solyc00g023580.1.1	Unknown Protein (AHRD V1)
Solyc00g023590.2.1	Unknown Protein (AHRD V1)
Solyc00g023600.1.1	Unknown Protein (AHRD V1)
Solyc00g023700.2.1	Unknown Protein (AHRD V1)
Solyc00g023710.1.1	Unknown Protein (AHRD V1)
Solyc00g024010.1.1	FeS assembly SUF system protein (AHRD V1 ***- D7VV18_9FLAO); contains Interpro domain(s)  IPR002744  Protein of unknown function DUF59 
Solyc00g024020.1.1	Hydroxymethylglutaryl-CoA lyase (AHRD V1 ***- D7VV16_9FLAO); contains Interpro domain(s)  IPR000891  Pyruvate carboxyltransferase 
Solyc00g024030.1.1	Peptidase T (AHRD V1 ***- C6WZN7_FLAB3); contains Interpro domain(s)  IPR010161  Peptidase M20B, tripeptide aminopeptidase 
Solyc00g024040.1.1	Thiamine-monophosphate kinase (AHRD V1 ***- C6X363_FLAB3); contains Interpro domain(s)  IPR006283  Thiamine-monophosphate kinase 
Solyc00g024050.1.1	Pyridine nucleotide-disulphide oxidoreductase (AHRD V1 **-- C9Q087_9BACT); contains Interpro domain(s)  IPR001327  Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region 
Solyc00g024150.2.1	Pterin-4-alpha-carbinolamine dehydratase (AHRD V1 *-** B6T9C1_MAIZE); contains Interpro domain(s)  IPR001533  Transcriptional coactivator/pterin dehydratase 
Solyc00g024160.1.1	ATP binding protein (AHRD V1 **-- D7MPZ5_ARALY); contains Interpro domain(s)  IPR001841  Zinc finger, RING-type 
Solyc00g024170.1.1	Unknown Protein (AHRD V1)
Solyc00g024370.1.1	Unknown Protein (AHRD V1)
Solyc00g024570.1.1	F-box family protein (AHRD V1 ***- B9I3S8_POPTR); contains Interpro domain(s)  IPR001810  Cyclin-like F-box 
Solyc00g024670.1.1	Beta-1-3-galactosyl-o-glycosyl-glycoprotein (AHRD V1 **-* B6Z261_WHEAT); contains Interpro domain(s)  IPR003406  Glycosyl transferase, family 14 
Solyc00g024680.1.1	Dof zinc finger protein (AHRD V1 ***- Q9M4G1_SOLTU); contains Interpro domain(s)  IPR003851  Zinc finger, Dof-type 
Solyc00g024690.1.1	Dof zinc finger protein DOF2.4 (AHRD V1 ***- DOF24_ARATH)
Solyc00g025290.1.1	Hypothetical protein (nad5 intron) (AHRD V1 **-- Q7M2D8_WHEAT)
Solyc00g025300.1.1	Unknown Protein (AHRD V1)
Solyc00g025400.2.1	Unknown Protein (AHRD V1)
Solyc00g025500.1.1	Transcriptional regulator GntR-family (AHRD V1 ***- A9I3B6_BORPD); contains Interpro domain(s)  IPR011711  GntR, C-terminal 
Solyc00g025510.1.1	D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding (AHRD V1 ***- Q218F6_RHOPB); contains Interpro domain(s)  IPR006140  D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding 
Solyc00g025520.1.1	Unknown Protein (AHRD V1)
Solyc00g025530.1.1	Class II aldolase/adducin family protein (AHRD V1 ***- A5W490_PSEP1); contains Interpro domain(s)  IPR001303  Class II aldolase/adducin, N-terminal 
Solyc00g025540.1.1	Transcriptional regulator LysR family (AHRD V1 ***- A7IJH0_XANP2); contains Interpro domain(s)  IPR005119  LysR, substrate-binding 
Solyc00g025650.1.1	Gag/pol polyprotein (AHRD V1 *--- Q9C5V1_ARATH); contains Interpro domain(s)  IPR001878  Zinc finger, CCHC-type 
Solyc00g025660.1.1	Unknown Protein (AHRD V1)
Solyc00g026160.2.1	Ferric reductase oxidase (AHRD V1 **** D6RVS5_HORVU); contains Interpro domain(s)  IPR013121  Ferric reductase, NAD binding 
Solyc00g026860.1.1	Glutamate 5-kinase (AHRD V1 ***- D8NNP5_RALSO); contains Interpro domain(s)  IPR011529  Glutamate 5-kinase, pro-B 
Solyc00g026870.1.1	GTPase obg (AHRD V1 *-*- C5AAG0_BURGB); contains Interpro domain(s)  IPR006169  GTP1/OBG subdomain 
Solyc00g026880.1.1	50S ribosomal protein L21 (AHRD V1 ***- B5SIE7_RALSO); contains Interpro domain(s)  IPR001787  Ribosomal protein L21 
Solyc00g026890.1.1	Unknown Protein (AHRD V1)
Solyc00g026900.1.1	Unknown Protein (AHRD V1)
Solyc00g027120.1.1	Mutator-like transposase (AHRD V1 ***- Q9SI31_ARATH); contains Interpro domain(s)  IPR006564  Zinc finger, PMZ-type 
Solyc00g027130.1.1	Sentrin-specific protease 2 (AHRD V1 *-*- SENP2_HUMAN); contains Interpro domain(s)  IPR003653  Peptidase C48, SUMO/Sentrin/Ubl1 
Solyc00g027140.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)
Solyc00g027640.1.1	C17orf39 homolog (AHRD V1 **-- C0HB91_SALSA); contains Interpro domain(s)  IPR018618  Vacuolar import and degradation protein Vid24 
Solyc00g027650.1.1	FHY1-3 (AHRD V1 ***- Q8S4Q6_ARATH)
Solyc00g027660.1.1	WD-40 repeat family protein (AHRD V1 ***- D7LKF0_ARALY)
Solyc00g027670.1.1	WD-40 repeat family protein (AHRD V1 ***- D7LKF0_ARALY); contains Interpro domain(s)  IPR017986  WD40 repeat, region 
Solyc00g027770.2.1	Pectinesterase (AHRD V1 **** B9SVI9_RICCO); contains Interpro domain(s)  IPR000070  Pectinesterase, catalytic 
Solyc00g027870.1.1	Unknown Protein (AHRD V1)
Solyc00g027970.1.1	Abhydrolase domain-containing protein FAM108B1 (AHRD V1 **-- C0HAS5_SALSA); contains Interpro domain(s)  IPR000073  Alpha/beta hydrolase fold-1 
Solyc00g027980.1.1	Esterase/lipase/thioesterase (AHRD V1 *--- B4F8T0_MAIZE)
Solyc00g027990.1.1	Cellulose synthase-like protein (AHRD V1 ***- B9IPJ4_POPTR); contains Interpro domain(s)  IPR005150  Cellulose synthase 
Solyc00g028090.1.1	Type VI secretion-associated protein family (AHRD V1 ***- B5FD91_VIBFM)
Solyc00g028100.1.1	Unknown Protein (AHRD V1)
Solyc00g028110.1.1	Rhs element Vgr protein (AHRD V1 **-- A6V8B8_PSEA7); contains Interpro domain(s)  IPR017847  Rhs element Vgr protein, subgroup 
Solyc00g028120.1.1	Rhs element Vgr protein (AHRD V1 *--- A6V856_PSEA7); contains Interpro domain(s)  IPR018712  Protein of unknown function DUF2235 
Solyc00g028420.1.1	Unknown Protein (AHRD V1)
Solyc00g028520.1.1	Unknown Protein (AHRD V1)
Solyc00g028530.1.1	Unknown Protein (AHRD V1)
Solyc00g028540.1.1	CoA ligase (AHRD V1 ***- D3A3G3_NEISU); contains Interpro domain(s)  IPR000873  AMP-dependent synthetase and ligase 
Solyc00g028550.1.1	Transcriptional regulator MarR-family (AHRD V1 *-*- Q1LIK8_RALME); contains Interpro domain(s)  IPR000835  Bacterial regulatory protein, MarR 
Solyc00g028560.1.1	Extra-cytoplasmic Solute Receptor protein (AHRD V1 **-- Q1LIK9_RALME); contains Interpro domain(s)  IPR005064  Bordetella uptake gene 
Solyc00g028760.1.1	Unknown Protein (AHRD V1)
Solyc00g028960.1.1	Glutaredoxin family protein (AHRD V1 ***- D7KCA5_ARALY); contains Interpro domain(s)  IPR011905  Glutaredoxin-like, plant II 
Solyc00g029060.1.1	Unknown Protein (AHRD V1)
Solyc00g029070.1.1	Unknown Protein (AHRD V1)
Solyc00g029080.1.1	DNA replication helicase Dna2 (AHRD V1 ***- C5JTK6_AJEDS); contains Interpro domain(s)  IPR014808  DNA replication factor Dna2 
Solyc00g029090.1.1	Unknown Protein (AHRD V1)
Solyc00g029190.2.1	S-adenosyl-L-methionine salicylic acid carboxyl methyltransferase (AHRD V1 **** A7XZE9_9MAGN); contains Interpro domain(s)  IPR005299  SAM dependent carboxyl methyltransferase 
Solyc00g029290.1.1	High mobility group protein (AHRD V1 *-*- A8HXE1_CHLRE); contains Interpro domain(s)  IPR000910  High mobility group, HMG1/HMG2 
Solyc00g029300.1.1	Vacuolar sorting-associated protein (AHRD V1 *-*- C0NCK1_AJECG)
Solyc00g029500.1.1	Unknown Protein (AHRD V1)
Solyc00g029800.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR013699  Signal recognition particle, SRP72 subunit, RNA-binding 
Solyc00g030000.1.1	Cellulose synthase-4 (AHRD V1 **** Q9LLI6_MAIZE); contains Interpro domain(s)  IPR005150  Cellulose synthase 
Solyc00g030100.1.1	Unknown Protein (AHRD V1)
Solyc00g030110.1.1	Unknown Protein (AHRD V1)
Solyc00g030210.1.1	Ribosomal RNA small subunit methyltransferase H (AHRD V1 *--- RSMH_RALME); contains Interpro domain(s)  IPR001460  Penicillin-binding protein, transpeptidase 
Solyc00g030510.2.1	Polygalacturonase (AHRD V1 ***- Q9MBC0_SALGI); contains Interpro domain(s)  IPR000743  Glycoside hydrolase, family 28 
Solyc00g030520.2.1	Endoplasmic reticulum-Golgi intermediate compartment protein 3 (Predicted) (AHRD V1 *-*- B1MTM4_CALMO); contains Interpro domain(s)  IPR012936  Protein of unknown function DUF1692 
Solyc00g030820.1.1	Unknown Protein (AHRD V1)
Solyc00g031020.1.1	Unknown Protein (AHRD V1)
Solyc00g031030.1.1	2OG-Fe(II) oxygenase (AHRD V1 **-- B1J9S1_PSEPW); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase 
Solyc00g031040.1.1	Adenosine deaminase (AHRD V1 ***- D7I5V8_PSESS); contains Interpro domain(s)  IPR006330  Adenosine deaminase 
Solyc00g031050.1.1	Major facilitator family transporter (AHRD V1 **-- Q3JLL5_BURP1); contains Interpro domain(s)  IPR016196  Major facilitator superfamily, general substrate transporter 
Solyc00g031060.1.1	Unknown Protein (AHRD V1)
Solyc00g031360.1.1	D-serine dehydratase (AHRD V1 ***- A3LDF4_PSEAE); contains Interpro domain(s)  IPR011780  D-serine ammonia-lyase 
Solyc00g031370.1.1	Transcriptional regulator (AHRD V1 ***- A3NNQ2_BURP6); contains Interpro domain(s)  IPR005119  LysR, substrate-binding 
Solyc00g031380.1.1	Unknown Protein (AHRD V1)
Solyc00g031390.1.1	Unknown Protein (AHRD V1)
Solyc00g031490.1.1	Unknown Protein (AHRD V1)
Solyc00g031500.1.1	Unknown Protein (AHRD V1)
Solyc00g031700.1.1	Aldo/keto reductase (AHRD V1 ***- Q1LHH6_RALME); contains Interpro domain(s)  IPR001395  Aldo/keto reductase 
Solyc00g031710.1.1	Unknown Protein (AHRD V1)
Solyc00g031720.1.1	Copper-translocating P-type ATPase (AHRD V1 ***- B8LAF8_9GAMM); contains Interpro domain(s)  IPR006121  Heavy metal transport/detoxification protein 
Solyc00g031730.1.1	Copper-exporting P-type ATPase A (AHRD V1 ***- C2PZP9_BACCE); contains Interpro domain(s)  IPR001757  ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter 
Solyc00g032030.1.1	E3 ubiquitin-protein ligase SINA-like 10 (AHRD V1 **** SIL10_ARATH); contains Interpro domain(s)  IPR004162  Seven in absentia protein 
Solyc00g032230.1.1	Unknown Protein (AHRD V1)
Solyc00g032940.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE)
Solyc00g033460.2.1	S-adenosyl-L-methionine salicylic acid carboxyl methyltransferase 1 (AHRD V1 ***- B5TVE1_TOBAC); contains Interpro domain(s)  IPR005299  SAM dependent carboxyl methyltransferase 
Solyc00g033860.1.1	Ketohexokinase (AHRD V1 ***- B2WC01_PYRTR)
Solyc00g033870.1.1	Predicted CDS Pa_1_1990 (AHRD V1 ***- B2A9W2_PODAN)
Solyc00g033880.1.1	Oxidoreductase NAD-binding domain-containing protein 1 (AHRD V1 ***- OXND1_MOUSE)
Solyc00g033890.1.1	Unknown Protein (AHRD V1)
Solyc00g033990.1.1	Acetyltransferase (AHRD V1 ***- B5GJR9_9ACTO); contains Interpro domain(s)  IPR000182  GCN5-related N-acetyltransferase 
Solyc00g034000.1.1	Permease of the major facilitator superfamily (AHRD V1 **-- Q2TW75_ASPOR); contains Interpro domain(s)  IPR016196  Major facilitator superfamily, general substrate transporter 
Solyc00g034010.1.1	Unknown Protein (AHRD V1)
Solyc00g034810.1.1	Calcineurin B-like calcium binding protein (AHRD V1 **** B2ZYT8_VICFA); contains Interpro domain(s)  IPR015757  Calcineurin B protein 
Solyc00g035010.1.1	C2H2 finger domain-containing protein (AHRD V1 *--- C6HL38_AJECH)
Solyc00g035020.1.1	Unknown Protein (AHRD V1)
Solyc00g036320.1.1	ARID/BRIGHT DNA binding domain containing protein (AHRD V1 ***- B2CZF7_LOTJA); contains Interpro domain(s)  IPR001606  AT-rich interaction region 
Solyc00g036520.1.1	Unknown Protein (AHRD V1)
Solyc00g036530.1.1	Unknown Protein (AHRD V1)
Solyc00g036540.1.1	50S ribosomal protein L2 chloroplastic (AHRD V1 *-*- A6YA71_9MAGN); contains Interpro domain(s)  IPR002171  Ribosomal protein L2 
Solyc00g036740.1.1	Unknown Protein (AHRD V1)
Solyc00g036750.1.1	Unknown Protein (AHRD V1)
Solyc00g036760.1.1	Proprotein convertase subtilisin/kexin type 5 (AHRD V1 **-- Q0P4Q8_XENTR); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related 
Solyc00g036960.1.1	Unknown Protein (AHRD V1)
Solyc00g038390.1.1	Unknown Protein (AHRD V1)
Solyc00g039290.1.1	Zinc-binding protein (AHRD V1 *-*- Q948W7_PEA); contains Interpro domain(s)  IPR006734  Protein of unknown function DUF597 
Solyc00g039990.2.1	TRNA nucleotidyltransferase (AHRD V1 ***- Q42867_LUPAL)
Solyc00g040290.1.1	Transferase family protein (AHRD V1 **-* D7KID7_ARALY); contains Interpro domain(s)  IPR003480  Transferase 
Solyc00g040390.1.1	Hydroxycinnamoyl CoA quinate transferase (AHRD V1 **-* D6BK25_CYNSC); contains Interpro domain(s)  IPR003480  Transferase 
Solyc00g040490.1.1	Unknown Protein (AHRD V1)
Solyc00g041090.1.1	Vacuolar-processing enzyme (AHRD V1 ***- B9RBP3_RICCO); contains Interpro domain(s)  IPR001096  Peptidase C13, legumain 
Solyc00g041190.1.1	Acyl carrier protein (AHRD V1 ***- A5V2E4_SPHWW); contains Interpro domain(s)  IPR003231  Acyl carrier protein (ACP) 
Solyc00g041200.1.1	Unknown Protein (AHRD V1)
Solyc00g041210.1.1	Tetratricopeptide TPR_2 repeat protein (AHRD V1 *-*- A7IHP8_XANP2)
Solyc00g041220.1.1	UvrABC system protein B (AHRD V1 *-*- Q1GWH4_SPHAL); contains Interpro domain(s)  IPR006935  Restriction endonuclease, type I, R subunit/Type III, Res subunit 
Solyc00g042120.1.1	Methyl-accepting chemotaxis sensory transducer (AHRD V1 ***- B1MA17_METRJ); contains Interpro domain(s)  IPR003660  HAMP linker domain 
Solyc00g042130.1.1	ATP synthase subunit alpha (AHRD V1 ***- D4Z4I4_SPHJU); contains Interpro domain(s)  IPR005294  ATPase, F1 complex, alpha subunit 
Solyc00g042140.1.1	ATP synthase subunit beta (AHRD V1 *-*- D4Z4I7_SPHJU); contains Interpro domain(s)  IPR005722  ATPase, F1 complex, beta subunit 
Solyc00g042640.1.1	Helicase-like protein (AHRD V1 *-*- Q9AYF0_ORYSJ); contains Interpro domain(s)  IPR010285  Protein of unknown function DUF889, eukaryote 
Solyc00g042840.1.1	F-box domain containing protein (AHRD V1 ***- Q2QXK7_ORYSJ); contains Interpro domain(s)  IPR005174  Protein of unknown function DUF295 
Solyc00g042850.1.1	GDSL esterase/lipase 7 (AHRD V1 ***- GLIP7_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL 
Solyc00g044350.2.1	EPIDERMAL PATTERNING FACTOR-like protein 1 (AHRD V1 ***- EPFL1_ARATH)
Solyc00g044550.1.1	Unknown Protein (AHRD V1)
Solyc00g044750.1.1	U1 small nuclear ribonucleoprotein A (AHRD V1 *--- SNRPA_DROME); contains Interpro domain(s)  IPR012677  Nucleotide-binding, alpha-beta plait 
Solyc00g045570.1.1	Unknown Protein (AHRD V1)
Solyc00g046570.1.1	Unknown Protein (AHRD V1)
Solyc00g046580.1.1	Serine/threonine-protein phosphatase 7 long form homolog (AHRD V1 **-- PPP7L_ARATH); contains Interpro domain(s)  IPR019557  Aminotransferase-like, plant mobile domain 
Solyc00g046980.1.1	Unknown Protein (AHRD V1)
Solyc00g047180.1.1	Unknown Protein (AHRD V1)
Solyc00g047190.1.1	Unknown Protein (AHRD V1)
Solyc00g047200.1.1	Cytochrome b (AHRD V1 ***- Q95871_TOBAC); contains Interpro domain(s)  IPR016175  Cytochrome b/b6 
Solyc00g047700.2.1	Unknown Protein (AHRD V1)
Solyc00g047810.1.1	Unknown Protein (AHRD V1)
Solyc00g048410.1.1	Unknown Protein (AHRD V1)
Solyc00g048510.2.1	Phloem lectin (AHRD V1 ***- Q8LK67_9ROSI)
Solyc00g049210.1.1	Cytochrome c-type biogenesis protein CcmF (AHRD V1 *-*- Q1ZIX1_9GAMM); contains Interpro domain(s)  IPR003569  Cytochrome c-type biogenesis protein CcbS 
Solyc00g049220.1.1	Unknown Protein (AHRD V1)
Solyc00g049520.2.1	Unknown Protein (AHRD V1)
Solyc00g049620.1.1	Unknown Protein (AHRD V1)
Solyc00g049920.1.1	3-oxoacyl-reductase (AHRD V1 **-- B1BY37_CLOPE); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase 
Solyc00g050020.1.1	Ribonuclease II (AHRD V1 ***- Q46XB5_RALEJ); contains Interpro domain(s)  IPR001900  Ribonuclease II and R 
Solyc00g050030.1.1	Shikimate 5-dehydrogenase (AHRD V1 *-*- B1YSX4_BURA4); contains Interpro domain(s)  IPR011342  Quinate/shikimate 5-dehydrogenase 
Solyc00g050130.1.1	UDP-glucose glucosyltransferase (AHRD V1 **** D2KTV5_LOTJA); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase 
