itag,length
Solyc01g073760.2.1,141
Solyc01g073770.2.1,828
Solyc01g073870.2.1,1191
Solyc01g073900.2.1,588
Solyc01g073910.2.1,1098
Solyc01g073920.2.1,1029
Solyc01g073930.2.1,1077
Solyc01g073940.2.1,870
Solyc01g073950.2.1,2259
Solyc01g073960.2.1,1284
Solyc01g073970.2.1,411
Solyc01g073980.1.1,1020
Solyc01g074000.2.1,411
Solyc01g074010.2.1,2082
Solyc01g074020.2.1,1122
Solyc01g074030.2.1,1554
Solyc01g079060.2.1,633
Solyc01g079070.2.1,729
Solyc01g079080.2.1,2349
Solyc01g079090.2.1,1677
Solyc01g079100.2.1,1566
Solyc01g079110.2.1,411
Solyc01g079210.2.1,1356
Solyc01g079220.2.1,657
Solyc01g079230.2.1,2772
Solyc01g079240.2.1,1992
Solyc01g079250.2.1,2172
Solyc01g079260.2.1,963
Solyc01g079310.2.1,1083
Solyc01g079320.2.1,1458
Solyc01g079330.2.1,2325
Solyc01g079340.2.1,2199
Solyc01g079350.2.1,1620
Solyc01g079360.2.1,723
Solyc01g079370.2.1,2535
Solyc01g079390.2.1,2490
Solyc01g079400.2.1,1626
Solyc01g079410.2.1,981
Solyc01g079420.2.1,402
Solyc01g079450.2.1,2937
Solyc01g079480.2.1,435
Solyc01g079490.2.1,2334
Solyc01g079500.2.1,2157
Solyc01g079510.2.1,5004
Solyc01g079520.2.1,3939
Solyc01g079530.2.1,666
Solyc01g079540.2.1,582
Solyc01g079570.2.1,2325
Solyc01g079580.2.1,1851
Solyc01g079590.2.1,642
Solyc01g079600.2.1,2196
Solyc01g079610.2.1,1038
Solyc01g079620.2.1,1017
Solyc01g079630.2.1,1128
Solyc01g079640.2.1,834
Solyc01g079650.2.1,1689
Solyc01g079680.2.1,1653
Solyc01g079690.2.1,2988
Solyc01g079700.2.1,456
Solyc01g079710.2.1,1083
Solyc01g079720.2.1,1794
Solyc01g079740.2.1,942
Solyc01g079750.2.1,2067
Solyc01g079760.2.1,963
Solyc01g079770.2.1,861
Solyc01g079780.2.1,585
Solyc01g079790.2.1,1548
Solyc01g079800.2.1,1380
Solyc01g079810.2.1,1062
Solyc01g079820.2.1,573
Solyc01g079830.2.1,390
Solyc01g079840.2.1,1347
Solyc01g079850.2.1,1356
Solyc01g079860.2.1,969
Solyc01g079870.2.1,777
Solyc01g079880.2.1,711
Solyc01g079960.2.1,1326
Solyc01g079980.2.1,1314
Solyc01g080020.2.1,1254
Solyc01g080070.2.1,1278
Solyc01g080080.2.1,471
Solyc01g080090.2.1,516
Solyc01g080110.2.1,825
Solyc01g080130.2.1,1848
Solyc01g080140.2.1,1029
Solyc01g080160.2.1,1506
Solyc01g080170.2.1,1263
Solyc01g080180.2.1,714
Solyc01g080190.2.1,2103
Solyc01g080200.2.1,3957
Solyc01g080210.2.1,1023
Solyc01g080240.2.1,1698
Solyc01g080250.2.1,1224
Solyc01g080270.2.1,1707
Solyc01g080280.2.1,1299
Solyc01g080290.2.1,495
Solyc01g080300.2.1,1158
Solyc01g080310.2.1,1989
Solyc01g080330.2.1,741
Solyc01g080340.2.1,1275
Solyc01g080350.2.1,1023
Solyc01g080360.2.1,1878
Solyc01g080370.2.1,1143
Solyc01g080400.2.1,1245
Solyc01g080430.2.1,2574
Solyc01g080450.2.1,1653
Solyc01g080460.2.1,2898
Solyc01g080470.2.1,666
Solyc01g080500.2.1,639
Solyc01g080510.2.1,990
Solyc01g080530.2.1,888
Solyc01g080540.2.1,456
Solyc01g080590.2.1,261
Solyc01g080600.2.1,411
Solyc01g080620.2.1,2664
Solyc01g080640.2.1,4497
Solyc01g080650.2.1,174
Solyc01g080660.2.1,501
Solyc01g080670.2.1,2283
Solyc01g080690.2.1,1410
Solyc01g080700.2.1,2406
Solyc01g080720.2.1,2781
Solyc01g080750.2.1,891
Solyc01g080760.2.1,1998
Solyc01g080780.2.1,3309
Solyc01g080790.2.1,681
Solyc01g080810.2.1,3333
Solyc01g080830.2.1,543
Solyc01g080840.2.1,3057
Solyc01g080850.2.1,2628
Solyc01g080860.2.1,1323
Solyc01g080880.2.1,1479
Solyc01g080890.2.1,246
Solyc01g080910.2.1,993
Solyc01g080930.2.1,1152
Solyc01g080940.2.1,1008
Solyc01g081000.2.1,954
Solyc01g081010.2.1,2091
Solyc01g081020.1.1,1875
Solyc01g081030.2.1,1857
Solyc01g081050.2.1,3621
Solyc01g081070.2.1,2295
Solyc01g081110.2.1,1824
Solyc01g081120.2.1,411
Solyc01g081150.2.1,435
Solyc01g081190.2.1,501
Solyc01g081200.2.1,375
Solyc01g081210.2.1,1185
Solyc01g081240.2.1,2022
Solyc01g081290.2.1,4041
Solyc01g081300.2.1,1188
Solyc01g081310.2.1,678
Solyc01g081320.2.1,1557
Solyc01g081330.2.1,1305
Solyc01g081380.2.1,996
Solyc01g081390.2.1,1269
Solyc01g081400.2.1,504
Solyc01g081410.2.1,1347
Solyc01g081420.1.1,660
Solyc01g081430.2.1,5844
Solyc01g081440.2.1,1293
Solyc01g081460.2.1,942
Solyc01g081470.2.1,879
Solyc01g081480.2.1,969
Solyc01g081490.2.1,1842
Solyc01g081500.2.1,1200
Solyc01g081510.2.1,909
Solyc01g081520.2.1,1824
Solyc01g081540.2.1,4704
Solyc01g081560.2.1,3117
Solyc01g081570.2.1,1278
Solyc01g081610.2.1,1728
Solyc01g081640.2.1,1884
Solyc01g086640.2.1,1650
Solyc01g086650.2.1,1131
Solyc01g086690.2.1,2007
Solyc01g086710.2.1,3291
Solyc01g086740.2.1,1332
Solyc01g086750.2.1,4269
Solyc01g086800.2.1,258
Solyc01g086820.2.1,411
Solyc01g086850.2.1,678
Solyc01g086860.2.1,303
Solyc01g086870.2.1,1224
Solyc01g086880.1.1,405
Solyc01g086890.2.1,1308
Solyc01g086900.2.1,777
Solyc01g086910.2.1,249
Solyc01g086920.2.1,495
Solyc01g086930.2.1,1914
Solyc01g086940.2.1,876
Solyc01g086950.2.1,684
Solyc01g086960.2.1,567
Solyc01g086970.2.1,417
Solyc01g086980.2.1,2016
Solyc01g086990.2.1,2751
Solyc01g087000.2.1,207
Solyc01g087010.2.1,801
Solyc01g087030.2.1,1083
Solyc01g087040.2.1,726
Solyc01g087050.2.1,897
Solyc01g087060.2.1,1113
Solyc01g087080.2.1,1101
Solyc01g087090.2.1,204
Solyc01g087120.2.1,720
Solyc01g087140.2.1,1083
Solyc01g087150.2.1,1578
Solyc01g087160.2.1,273
Solyc01g087170.2.1,1317
Solyc01g087190.2.1,666
Solyc01g087200.2.1,2643
Solyc01g087210.2.1,3252
Solyc01g087230.2.1,1236
Solyc01g087240.2.1,912
Solyc01g087250.2.1,1638
Solyc01g087260.2.1,1638
Solyc01g087290.2.1,1320
Solyc01g087300.2.1,1119
Solyc01g087310.2.1,2895
Solyc01g087330.2.1,153
Solyc01g087340.2.1,243
Solyc01g087370.2.1,762
Solyc01g087380.2.1,768
Solyc01g087390.2.1,1026
Solyc01g087400.2.1,1524
Solyc01g087410.2.1,1320
Solyc01g087420.2.1,2154
Solyc01g087430.2.1,2664
Solyc01g087450.2.1,2544
Solyc01g087470.2.1,978
Solyc01g087480.1.1,267
Solyc01g087490.2.1,1719
Solyc01g087500.2.1,4437
Solyc01g087520.2.1,516
Solyc01g087530.2.1,1788
Solyc01g087540.2.1,1104
Solyc01g087550.2.1,690
Solyc01g087560.2.1,1041
Solyc01g087570.2.1,270
Solyc01g087590.2.1,1494
Solyc01g087600.2.1,2280
Solyc01g087610.2.1,2424
Solyc01g087620.2.1,99
Solyc01g087640.2.1,987
Solyc01g087650.2.1,1731
Solyc01g087660.2.1,285
Solyc01g087670.2.1,2724
Solyc01g087680.2.1,816
Solyc01g087720.2.1,3153
Solyc01g087730.2.1,1017
Solyc01g087740.1.1,2310
Solyc01g087750.2.1,1143
Solyc01g087780.2.1,2340
Solyc01g087790.2.1,2340
Solyc01g087860.2.1,516
Solyc01g087870.2.1,2034
Solyc01g087880.2.1,282
Solyc01g087890.2.1,1767
Solyc01g087900.2.1,570
Solyc01g087910.2.1,1329
Solyc01g088000.2.1,789
Solyc01g088020.2.1,3375
Solyc01g088030.2.1,603
Solyc01g088040.2.1,150
Solyc01g088050.2.1,1437
Solyc01g088060.2.1,2574
Solyc01g088070.2.1,498
Solyc01g088080.2.1,1626
Solyc01g088090.2.1,1539
Solyc01g088100.2.1,2196
Solyc01g088130.2.1,495
Solyc01g088140.2.1,531
Solyc01g088150.2.1,1395
Solyc01g088170.2.1,4104
Solyc01g088230.2.1,852
Solyc01g088240.2.1,924
Solyc01g088310.2.1,1356
Solyc01g088350.2.1,519
Solyc01g088370.2.1,2154
Solyc01g088380.1.1,4287
Solyc01g088390.2.1,1197
Solyc01g088400.2.1,1887
Solyc01g088470.2.1,438
Solyc01g088480.2.1,630
Solyc01g088490.2.1,1002
Solyc01g088500.2.1,906
Solyc01g088510.2.1,1539
Solyc01g088520.2.1,174
Solyc01g088530.2.1,927
Solyc01g088550.2.1,1095
Solyc01g088560.2.1,627
Solyc01g088570.2.1,369
Solyc01g088600.2.1,1377
Solyc01g088610.2.1,408
Solyc01g088620.2.1,699
Solyc01g088630.1.1,1107
Solyc01g088640.2.1,1479
Solyc01g088650.2.1,1494
Solyc01g088660.2.1,300
Solyc01g088670.1.1,2730
Solyc01g088680.2.1,216
Solyc01g088690.2.1,1290
Solyc01g088700.2.1,5418
Solyc01g088710.2.1,1107
Solyc01g088720.2.1,1848
Solyc01g088730.2.1,885
Solyc01g088740.2.1,861
Solyc01g088750.2.1,1965
Solyc01g088770.2.1,219
Solyc01g088780.2.1,627
Solyc01g088800.2.1,2262
Solyc01g088810.2.1,1320
Solyc01g088820.2.1,990
Solyc01g089850.2.1,621
Solyc01g089860.2.1,528
Solyc01g089870.2.1,1638
Solyc01g089900.2.1,1500
Solyc01g089910.2.1,1473
Solyc01g089950.2.1,555
Solyc01g089960.2.1,711
Solyc01g089970.2.1,447
Solyc01g089980.2.1,801
Solyc01g089990.1.1,450
Solyc01g090170.2.1,612
Solyc01g090190.2.1,1083
Solyc01g090200.2.1,3186
Solyc01g090210.2.1,504
Solyc01g090220.2.1,2361
Solyc01g090230.2.1,1902
Solyc01g090240.2.1,2103
Solyc01g090250.2.1,1215
Solyc01g090260.2.1,1494
Solyc01g090270.2.1,2631
Solyc01g090280.2.1,1026
Solyc01g090290.2.1,780
Solyc01g090340.2.1,660
Solyc01g090380.2.1,978
Solyc01g090390.1.1,1788
Solyc01g090400.2.1,555
Solyc01g090410.2.1,969
Solyc01g090420.2.1,2166
Solyc01g090430.2.1,2667
Solyc01g090440.2.1,2454
Solyc01g090450.2.1,399
Solyc01g090460.2.1,861
Solyc01g090470.2.1,1170
Solyc01g090480.2.1,1335
Solyc01g090490.1.1,1893
Solyc01g090500.2.1,300
Solyc01g090510.2.1,2115
Solyc01g090550.2.1,1275
Solyc01g090560.2.1,825
Solyc01g090590.2.1,1359
Solyc01g090650.1.1,1842
Solyc01g090670.2.1,2277
Solyc01g090690.2.1,2283
Solyc01g090700.2.1,1215
Solyc01g090720.2.1,315
Solyc01g090730.2.1,900
Solyc01g090750.2.1,1638
Solyc01g090770.2.1,801
Solyc01g090780.2.1,7236
Solyc01g090790.2.1,1395
Solyc01g090800.2.1,663
Solyc01g090850.2.1,1476
Solyc01g090860.2.1,4659
Solyc01g090870.1.1,525
Solyc01g090880.2.1,672
Solyc01g090900.2.1,1002
Solyc01g090910.2.1,702
Solyc01g090920.2.1,960
Solyc01g090940.2.1,1251
Solyc01g090950.2.1,2310
Solyc01g090990.2.1,723
Solyc01g091000.2.1,753
Solyc01g091010.2.1,657
Solyc01g091020.2.1,708
Solyc01g091030.2.1,480
Solyc01g091070.2.1,1167
Solyc01g091080.2.1,2418
Solyc01g091090.2.1,1446
Solyc01g091120.2.1,1266
Solyc01g091130.2.1,1854
Solyc01g091140.2.1,1209
Solyc01g091160.2.1,1017
Solyc01g091170.2.1,1017
Solyc01g091190.2.1,1563
Solyc01g091200.2.1,1308
Solyc01g091210.2.1,903
Solyc01g091220.2.1,456
Solyc01g091230.2.1,2061
Solyc01g091240.2.1,1878
Solyc01g091260.2.1,459
Solyc01g091270.2.1,909
Solyc01g091280.2.1,930
Solyc01g091310.2.1,1326
Solyc01g091320.2.1,903
Solyc01g091330.2.1,855
Solyc01g091340.2.1,1656
Solyc01g091350.2.1,2130
Solyc01g091360.2.1,654
Solyc01g091370.2.1,957
Solyc01g091380.2.1,2235
Solyc01g091390.2.1,1962
Solyc01g091450.2.1,1248
Solyc01g091460.2.1,5337
Solyc01g091480.2.1,2643
Solyc01g091500.2.1,2814
Solyc01g091510.2.1,2085
Solyc01g091520.2.1,747
Solyc01g091530.2.1,1245
Solyc01g091540.1.1,1263
Solyc01g091550.2.1,540
Solyc01g091570.2.1,531
Solyc01g091580.2.1,1107
Solyc01g091600.2.1,1008
Solyc01g091610.1.1,2697
Solyc01g091620.2.1,1428
Solyc01g091630.2.1,2466
Solyc01g091640.2.1,1800
Solyc01g091650.2.1,1323
Solyc01g091700.2.1,864
Solyc01g091710.2.1,1137
Solyc01g091720.2.1,942
Solyc01g091730.2.1,318
Solyc01g091740.2.1,1665
Solyc01g091750.2.1,657
Solyc01g091770.2.1,549
Solyc01g091780.2.1,1002
Solyc01g091790.2.1,504
Solyc01g091800.2.1,1098
Solyc01g091820.2.1,1812
Solyc01g091840.2.1,1071
Solyc01g091850.2.1,798
Solyc01g091860.2.1,1692
Solyc01g091880.2.1,1083
Solyc01g091890.2.1,300
Solyc01g091900.2.1,1107
Solyc01g091910.2.1,2688
Solyc01g091920.2.1,2277
Solyc01g091940.2.1,1236
Solyc01g091950.2.1,1647
Solyc01g092950.2.1,624
Solyc01g093970.2.1,1623
Solyc01g093990.2.1,972
Solyc01g094000.2.1,2328
Solyc01g094010.2.1,1020
Solyc01g094020.2.1,2055
Solyc01g094030.2.1,1518
Solyc01g094050.1.1,3621
Solyc01g094060.2.1,5391
Solyc01g094080.2.1,1551
Solyc01g094120.2.1,1530
Solyc01g094150.2.1,1476
Solyc01g094190.2.1,975
Solyc01g094200.2.1,1806
Solyc01g094220.2.1,903
Solyc01g094280.2.1,1107
Solyc01g094290.2.1,3597
Solyc01g094330.2.1,2013
Solyc01g094340.2.1,2178
Solyc01g094350.2.1,1497
Solyc01g094360.2.1,930
Solyc01g094370.2.1,525
Solyc01g094410.2.1,3030
Solyc01g094420.2.1,1773
Solyc01g094460.2.1,1020
Solyc01g094470.2.1,246
Solyc01g094480.2.1,1449
Solyc01g094490.2.1,630
Solyc01g094500.2.1,1320
Solyc01g094520.2.1,1200
Solyc01g094530.2.1,1287
Solyc01g094540.2.1,843
Solyc01g094550.2.1,1287
Solyc01g094560.2.1,459
Solyc01g094570.2.1,1323
Solyc01g094580.2.1,2088
Solyc01g094610.2.1,1434
Solyc01g094620.2.1,6789
Solyc01g094630.2.1,321
Solyc01g094640.2.1,2865
Solyc01g094650.2.1,1326
Solyc01g094660.2.1,2685
Solyc01g094670.2.1,1764
Solyc01g094680.2.1,1620
Solyc01g094690.2.1,858
Solyc01g094700.2.1,1506
Solyc01g094720.2.1,1821
Solyc01g094750.2.1,1581
Solyc01g094760.2.1,1620
Solyc01g094770.2.1,657
Solyc01g094780.2.1,717
Solyc01g094800.2.1,6711
Solyc01g094810.2.1,555
Solyc01g094820.2.1,1668
Solyc01g094830.2.1,3738
Solyc01g094840.2.1,579
Solyc01g094850.1.1,1809
Solyc01g094860.2.1,2478
Solyc01g094880.2.1,3378
Solyc01g094920.2.1,1425
Solyc01g094930.2.1,1275
Solyc01g094940.2.1,1506
Solyc01g094950.2.1,1005
Solyc01g094960.2.1,1122
Solyc01g094970.2.1,1224
Solyc01g095000.2.1,738
Solyc01g095010.2.1,1077
Solyc01g095020.2.1,3123
Solyc01g095030.2.1,996
Solyc01g095040.2.1,1896
Solyc01g095050.2.1,321
Solyc01g095090.2.1,1698
Solyc01g095100.2.1,1068
Solyc01g095110.2.1,2286
Solyc01g095120.2.1,1545
Solyc01g095130.2.1,936
Solyc01g095160.2.1,2088
Solyc01g095180.2.1,780
Solyc01g095200.2.1,792
Solyc01g095210.2.1,2274
Solyc01g095230.2.1,1236
Solyc01g095270.2.1,879
Solyc01g095280.2.1,918
Solyc01g095290.2.1,1089
Solyc01g095300.2.1,3117
Solyc01g095320.2.1,2919
Solyc01g095330.2.1,291
Solyc01g095360.2.1,813
Solyc01g095370.2.1,1215
Solyc01g095400.2.1,1629
Solyc01g095410.2.1,435
Solyc01g095420.2.1,732
Solyc01g095430.2.1,513
Solyc01g095460.2.1,1257
Solyc01g095470.2.1,927
Solyc01g095480.2.1,732
Solyc01g095490.2.1,447
Solyc01g095500.2.1,882
Solyc01g095510.2.1,1221
Solyc01g095530.2.1,252
Solyc01g095540.2.1,993
Solyc01g095570.2.1,1068
Solyc01g095580.2.1,1377
Solyc01g095590.2.1,2904
Solyc01g095600.2.1,2517
Solyc01g095620.2.1,1431
Solyc01g095630.2.1,1011
Solyc01g095650.2.1,435
Solyc01g095670.2.1,1329
Solyc01g095680.2.1,621
Solyc01g095690.2.1,2865
Solyc01g095700.2.1,561
Solyc01g095710.2.1,4026
Solyc01g095730.2.1,4035
Solyc01g095740.2.1,2613
Solyc01g095790.2.1,1449
Solyc01g095800.2.1,1506
Solyc01g095890.2.1,3147
Solyc01g095900.2.1,5694
Solyc01g095950.1.1,348
Solyc01g095970.2.1,1833
Solyc01g095980.2.1,861
Solyc01g095990.2.1,1716
Solyc01g096000.2.1,600
Solyc01g096010.2.1,3669
Solyc01g096020.2.1,1002
Solyc01g096030.2.1,1986
Solyc01g096040.2.1,1446
Solyc01g096050.2.1,1818
Solyc01g096060.2.1,2928
Solyc01g096070.2.1,2070
Solyc01g096080.2.1,639
Solyc01g096090.2.1,198
Solyc01g096100.2.1,1425
Solyc01g096110.2.1,7548
Solyc01g096130.2.1,471
Solyc01g096150.2.1,765
Solyc01g096160.2.1,3198
Solyc01g096180.2.1,738
Solyc01g096190.2.1,3147
Solyc01g096200.2.1,4287
Solyc01g096210.2.1,1677
Solyc01g096220.2.1,732
Solyc01g096240.2.1,831
Solyc01g096260.2.1,756
Solyc01g096270.2.1,198
Solyc01g096280.1.1,1617
Solyc01g096290.2.1,387
Solyc01g096300.2.1,843
Solyc01g096350.2.1,1770
Solyc01g096360.2.1,1488
Solyc01g096370.2.1,1353
Solyc01g096390.2.1,5037
Solyc01g096400.2.1,1272
Solyc01g096410.2.1,2340
Solyc01g096430.2.1,585
Solyc01g096440.2.1,1743
Solyc01g096450.2.1,1332
Solyc01g096460.2.1,936
Solyc01g096470.2.1,1032
Solyc01g096480.2.1,528
Solyc01g096490.2.1,4902
Solyc01g096500.2.1,2247
Solyc01g096520.2.1,573
Solyc01g096530.2.1,561
Solyc01g096540.2.1,3333
Solyc01g096550.2.1,1878
Solyc01g096570.2.1,1239
Solyc01g096580.2.1,354
Solyc01g096590.2.1,354
Solyc01g096600.2.1,1827
Solyc01g096610.2.1,702
Solyc01g096620.2.1,621
Solyc01g096630.2.1,372
Solyc01g096640.2.1,213
Solyc01g096650.2.1,501
Solyc01g096660.2.1,717
Solyc01g096670.2.1,1545
Solyc01g096680.2.1,1710
Solyc01g096700.2.1,1833
Solyc01g096710.2.1,831
Solyc01g096730.2.1,1443
Solyc01g096740.2.1,1455
Solyc01g096760.2.1,513
Solyc01g096780.2.1,924
Solyc01g096790.2.1,279
Solyc01g096800.2.1,1038
Solyc01g096810.2.1,1806
Solyc01g096830.2.1,3537
Solyc01g096840.2.1,1764
Solyc01g096850.2.1,2598
Solyc01g096860.1.1,1332
Solyc01g096870.2.1,1644
Solyc01g096890.2.1,1635
Solyc01g096900.2.1,2862
Solyc01g096910.2.1,1317
Solyc01g096920.2.1,2073
Solyc01g096930.2.1,3519
Solyc01g096940.2.1,2337
Solyc01g096950.2.1,1572
Solyc01g096960.2.1,1326
Solyc01g096980.1.1,1047
Solyc01g096990.2.1,1458
Solyc01g097000.2.1,1989
Solyc01g097010.2.1,1092
Solyc01g097020.2.1,153
Solyc01g097030.2.1,2301
Solyc01g097040.2.1,2736
Solyc01g097070.2.1,906
Solyc01g097110.1.1,4503
Solyc01g097120.2.1,1011
Solyc01g097130.2.1,2076
Solyc01g097140.2.1,399
Solyc01g097150.2.1,99
Solyc01g097160.2.1,1503
Solyc01g097170.2.1,504
Solyc01g097190.2.1,1395
Solyc01g097230.2.1,486
Solyc01g097250.2.1,1020
Solyc01g097270.2.1,639
Solyc01g097290.2.1,756
Solyc01g097300.2.1,387
Solyc01g097310.2.1,483
Solyc01g097320.2.1,5376
Solyc01g097330.2.1,1365
Solyc01g097340.2.1,1131
Solyc01g097350.2.1,984
Solyc01g097360.2.1,258
Solyc01g097380.1.1,1002
Solyc01g097390.2.1,1035
Solyc01g097400.1.1,828
Solyc01g097430.2.1,2517
Solyc01g097440.2.1,2178
Solyc01g097450.2.1,531
Solyc01g097460.2.1,882
Solyc01g097500.2.1,1830
Solyc01g097510.2.1,957
Solyc01g097520.2.1,951
Solyc01g097530.1.1,324
Solyc01g097540.2.1,957
Solyc01g097590.2.1,795
Solyc01g097600.1.1,1293
Solyc01g097610.2.1,1083
Solyc01g097640.2.1,3696
Solyc01g097670.2.1,2535
Solyc01g097680.2.1,921
Solyc01g097710.1.1,1092
Solyc01g097720.1.1,1089
Solyc01g097730.2.1,1512
Solyc01g097740.2.1,903
Solyc01g097760.2.1,777
Solyc01g097770.2.1,2868
Solyc01g097790.2.1,900
Solyc01g097800.2.1,939
Solyc01g097810.2.1,1767
Solyc01g097820.2.1,753
Solyc01g097830.2.1,1041
Solyc01g097840.2.1,2247
Solyc01g097860.2.1,867
Solyc01g097870.2.1,402
Solyc01g097880.2.1,561
Solyc01g097890.2.1,1362
Solyc01g097910.2.1,621
Solyc01g097920.2.1,1071
Solyc01g097970.2.1,420
Solyc01g097980.2.1,2949
Solyc01g098000.2.1,726
Solyc01g098020.2.1,501
Solyc01g098030.2.1,1422
Solyc01g098040.2.1,978
Solyc01g098080.2.1,1896
Solyc01g098090.2.1,2130
Solyc01g098100.2.1,564
Solyc01g098110.2.1,2037
Solyc01g098120.2.1,1089
Solyc01g098150.2.1,2439
Solyc01g098160.2.1,1728
Solyc01g098170.2.1,3600
Solyc01g098180.2.1,2199
Solyc01g098190.2.1,1611
Solyc01g098200.2.1,951
Solyc01g098210.2.1,903
Solyc01g098230.2.1,1497
Solyc01g098240.1.1,4584
Solyc01g098250.2.1,2982
Solyc01g098320.2.1,684
Solyc01g098340.2.1,2403
Solyc01g098350.2.1,1281
Solyc01g098380.2.1,999
Solyc01g098390.2.1,1050
Solyc01g098400.2.1,447
Solyc01g098430.2.1,2949
Solyc01g098450.2.1,2724
Solyc01g098460.2.1,1473
Solyc01g098480.1.1,1818
Solyc01g098500.2.1,1386
Solyc01g098550.2.1,1044
Solyc01g098560.2.1,1398
Solyc01g098580.2.1,906
Solyc01g098600.2.1,420
Solyc01g098610.2.1,1641
Solyc01g098630.2.1,900
Solyc01g098640.2.1,870
Solyc01g098650.2.1,1245
Solyc01g098700.2.1,1563
Solyc01g098710.2.1,1956
Solyc01g098750.2.1,1161
Solyc01g098760.2.1,1284
Solyc01g098770.1.1,1284
Solyc01g098780.2.1,504
Solyc01g098800.2.1,1668
Solyc01g098810.2.1,693
Solyc01g098820.2.1,1665
Solyc01g098830.2.1,810
Solyc01g098840.2.1,1179
Solyc01g098870.2.1,3267
Solyc01g098880.2.1,1344
Solyc01g098900.2.1,843
Solyc01g098910.2.1,954
Solyc01g098920.2.1,1938
Solyc01g098940.2.1,1683
Solyc01g098950.1.1,837
Solyc01g098980.2.1,4857
Solyc01g098990.2.1,927
Solyc01g099000.1.1,2004
Solyc01g099030.2.1,1128
Solyc01g099090.2.1,2910
Solyc01g099100.2.1,2091
Solyc01g099110.2.1,2124
Solyc01g099120.2.1,762
Solyc01g099130.2.1,807
Solyc01g099140.2.1,1275
Solyc01g099150.2.1,2589
Solyc01g099160.2.1,2589
Solyc01g099200.2.1,2526
Solyc01g099210.2.1,2592
Solyc01g099220.2.1,5844
Solyc01g099230.2.1,2352
Solyc01g099240.2.1,936
Solyc01g099270.2.1,1488
Solyc01g099280.2.1,1452
Solyc01g099290.2.1,801
Solyc01g099300.2.1,2142
Solyc01g099310.2.1,987
Solyc01g099350.2.1,2010
Solyc01g099360.2.1,3024
Solyc01g099380.2.1,801
Solyc01g099400.2.1,954
Solyc01g099410.2.1,441
Solyc01g099450.2.1,399
Solyc01g099460.1.1,2553
Solyc01g099470.2.1,339
Solyc01g099520.2.1,345
Solyc01g099530.2.1,3996
Solyc01g099600.2.1,1128
Solyc01g099630.2.1,891
Solyc01g099650.2.1,2712
Solyc01g099670.2.1,549
Solyc01g099680.2.1,684
Solyc01g099690.2.1,981
Solyc01g099700.2.1,984
Solyc01g099710.2.1,1377
Solyc01g099720.2.1,933
Solyc01g099730.2.1,477
Solyc01g099740.2.1,456
Solyc01g099760.2.1,1272
Solyc01g099770.2.1,507
Solyc01g099780.2.1,507
Solyc01g099790.2.1,1281
Solyc01g099830.2.1,378
Solyc01g099840.2.1,387
Solyc01g099850.2.1,882
Solyc01g099860.2.1,948
Solyc01g099890.2.1,546
Solyc01g099900.2.1,564
Solyc01g099910.2.1,945
Solyc01g099930.2.1,531
Solyc01g099970.2.1,1860
Solyc01g100020.2.1,3159
Solyc01g100030.2.1,510
Solyc01g100040.2.1,1104
Solyc01g100050.2.1,3399
Solyc01g100060.2.1,1146
Solyc01g100080.2.1,627
Solyc01g100110.2.1,1284
Solyc01g100130.2.1,2778
Solyc01g100140.2.1,426
Solyc01g100160.2.1,372
Solyc01g100170.2.1,975
Solyc01g100180.2.1,987
Solyc01g100190.2.1,1725
Solyc01g100200.2.1,2001
Solyc01g100220.2.1,450
Solyc01g100230.2.1,495
Solyc01g100250.2.1,1086
Solyc01g100260.2.1,1692
Solyc01g100270.2.1,1908
Solyc01g100280.2.1,2115
Solyc01g100290.2.1,2709
Solyc01g100310.2.1,627
Solyc01g100320.2.1,1080
Solyc01g100330.2.1,609
Solyc01g100340.2.1,1455
Solyc01g100350.2.1,582
Solyc01g100360.2.1,1713
Solyc01g100370.2.1,501
Solyc01g100380.2.1,1254
Solyc01g100410.2.1,483
Solyc01g100420.2.1,1440
Solyc01g100430.2.1,1065
Solyc01g100450.1.1,1818
Solyc01g100460.2.1,417
Solyc01g100480.2.1,825
Solyc01g100500.2.1,1293
Solyc01g100520.2.1,900
Solyc01g100530.2.1,2925
Solyc01g100540.2.1,1677
Solyc01g100570.2.1,1662
Solyc01g100580.2.1,1449
Solyc01g100590.2.1,1083
Solyc01g100600.2.1,1500
Solyc01g100610.2.1,1755
Solyc01g100650.2.1,3234
Solyc01g100660.2.1,621
Solyc01g100690.2.1,570
Solyc01g100700.2.1,336
Solyc01g100720.2.1,1605
Solyc01g100730.2.1,1833
Solyc01g100740.2.1,1443
Solyc01g100750.2.1,492
Solyc01g100760.2.1,495
Solyc01g100770.2.1,495
Solyc01g100780.2.1,984
Solyc01g100790.1.1,2238
Solyc01g100800.1.1,1827
Solyc01g100810.2.1,1962
Solyc01g100820.2.1,1248
Solyc01g100840.2.1,426
Solyc01g100850.2.1,987
Solyc01g100860.2.1,546
Solyc01g100870.2.1,633
Solyc01g100930.2.1,1116
Solyc01g100940.2.1,417
Solyc01g100950.2.1,690
Solyc01g100970.2.1,660
Solyc01g100990.2.1,453
Solyc01g101000.2.1,1230
Solyc01g101010.2.1,1983
Solyc01g101020.2.1,3204
Solyc01g101030.2.1,3363
Solyc01g101040.2.1,1272
Solyc01g101060.2.1,1182
Solyc01g101070.2.1,4344
Solyc01g101090.2.1,1059
